db_id	disease_name	gene_symbol	pmid
85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	RSPO1	17041600[PMID]
84132	Desmin-related myopathy with Mallory body-like inclusions	SELENON	15122708[PMID]
85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	POLR3B	28589944[PMID]_15672385[PMID]
85182	Diaphyseal medullary stenosis-bone malignancy syndrome	MTAP	
85179	Infantile osteopetrosis with neuroaxonal dysplasia	OSTM1	23685543[PMID]
85173	IMAGe syndrome	CDKN1C	22634751[PMID]
85173	IMAGe syndrome	POLE	30503519[PMID]
85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	COG4	30290151[PMID]
85169	Familial digital arthropathy-brachydactyly	TRPV4	21964574[PMID]_24830047[PMID]
85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	PCYT1A	24387990[PMID]_24387991[PMID]
85166	Platyspondylic dysplasia, Torrance type	COL2A1	15643621[PMID]
85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	FGFR3	10053006[PMID]_18076102[PMID]
603689	KLHL7-related Bohring-Opitz-like syndrome	KLHL7	29074562[PMID]
610573	CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome	CLCN6	33217309[PMID]
610569	KIAA1109-related early lethal congenital brain mlaformations-arthrogryposis syndrome	KIAA1109	29290337[PMID]
600668	CCNK-related neurodevelopmental disorder-severe intellectual disability-facial dysmorphism syndrome	CCNK	30122539[PMID]
600663	NRXN1-related severe neurodevelopmental disorder-motor stereotypies-chronic constipation-sleep-wake cycle disturbance	NRXN1	25408897[PMID]
97244	Rigid spine syndrome	ACTA1	25182138[PMID]
97244	Rigid spine syndrome	SELENON	20301468[PMID]_11528383[PMID]
97249	Pontocerebellar hypoplasia type 3	PCLO	25832664[PMID]
97279	Insulinoma	YY1	24326773[PMID]
97279	Insulinoma	MEN1	26307114[PMID]
97286	Carney-Stratakis syndrome	SDHB	17667967[PMID]
97286	Carney-Stratakis syndrome	SDHC	17667967[PMID]
97286	Carney-Stratakis syndrome	SDHD	17667967[PMID]
97297	Bohring-Opitz syndrome	ASXL1	21706002[PMID]
97338	Melanoma of soft tissue	EWSR1	19561568[PMID]
97338	Melanoma of soft tissue	ATF1	19561568[PMID]
97338	Melanoma of soft tissue	CREB1	19561568[PMID]
97346	ADan amyloidosis	ITM2B	10781099[PMID]
97345	ABri amyloidosis	ITM2B	10391242[PMID]
97362	Renal hypoplasia, bilateral	PAX2	11461952[PMID]_23539225[PMID]_22138676[PMID]_17513325[PMID]
97362	Renal hypoplasia, bilateral	PBX1	28270404[PMID]
97363	Unilateral multicystic dysplastic kidney	HNF1B	20155289[PMID]_23725647[PMID]
97364	Bilateral multicystic dysplastic kidney	HNF1B	20155289[PMID]_23725647[PMID]
97369	Renal tubular dysgenesis of genetic origin	ACE	16116425[PMID]_22095942[PMID]
97369	Renal tubular dysgenesis of genetic origin	AGT	16116425[PMID]_22095942[PMID]
97369	Renal tubular dysgenesis of genetic origin	REN	16116425[PMID]_22095942[PMID]
97369	Renal tubular dysgenesis of genetic origin	AGTR1	16116425[PMID]_22095942[PMID]
97548	Right sided atrial isomerism	GDF1	20413652[PMID]
96191	Paternal uniparental disomy of chromosome 6	HYMAI	
96191	Paternal uniparental disomy of chromosome 6	PLAGL1	
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	MEG3	18176563[PMID]_24801763[PMID]
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	DLK1	18176563[PMID]
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	RTL1	18176563[PMID]
96253	Cushing disease	CDH23	28413019[PMID]
96253	Cushing disease	USP8	25485838[PMID]
96266	Leydig cell hypoplasia due to partial LH resistance	LHCGR	
96265	Leydig cell hypoplasia due to complete LH resistance	LHCGR	
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	MEG3	18176563[PMID]_24801763[PMID]
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	DLK1	18176563[PMID]
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	RTL1	18176563[PMID]
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	PGAM2	
97238	Rippling muscle disease	CAV3	12557291[PMID]_15668980[PMID]
97239	Reducing body myopathy	FHL1	18274675[PMID]
97240	Zebra body myopathy	ACTA1	25747004[PMID]
97562	NON RARE IN EUROPE: Benign familial hematuria	COL4A3	11961012[PMID]
97562	NON RARE IN EUROPE: Benign familial hematuria	COL4A4	11685592[PMID]_11961012[PMID]
97562	NON RARE IN EUROPE: Benign familial hematuria	COL4A5	19937058[PMID]
97685	17q11 microdeletion syndrome	NF1	
95706	Non-syndromic posterior hypospadias	AR	24722170[PMID]
95706	Non-syndromic posterior hypospadias	MAMLD1	17086185[PMID]
95702	X-linked adrenal hypoplasia congenita	NR0B1	20301604[PMID]
95716	Familial thyroid dyshormonogenesis	SLC5A5	20537182[PMID]_21543982[PMID]
95716	Familial thyroid dyshormonogenesis	TPO	20537182[PMID]_21543982[PMID]
95716	Familial thyroid dyshormonogenesis	DUOX2	20537182[PMID]_21543982[PMID]
95716	Familial thyroid dyshormonogenesis	DUOXA2	20537182[PMID]_21543982[PMID]
95716	Familial thyroid dyshormonogenesis	TG	20537182[PMID]_21543982[PMID]
95716	Familial thyroid dyshormonogenesis	IYD	20537182[PMID]_21543982[PMID]
95713	Athyreosis	FOXE1	28455095[PMID]
95713	Athyreosis	NKX2-1	28455095[PMID]
95713	Athyreosis	SLC26A4	24248179[PMID]
95713	Athyreosis	TSHR	14725684[PMID]
95713	Athyreosis	NKX2-5	16418214[PMID]_25905381[PMID]
95713	Athyreosis	PAX8	25905381[PMID]
95712	Thyroid ectopia	NKX2-5	16418214[PMID]_25905381[PMID]
95712	Thyroid ectopia	PAX8	25214233[PMID]_25905381[PMID]
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	POR	
95698	NON RARE IN EUROPE: Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	CYP21A2	
95496	Pituitary stalk interruption syndrome	WDR11	28453850[PMID]
95496	Pituitary stalk interruption syndrome	ROBO1	28402530[PMID]
95496	Pituitary stalk interruption syndrome	PROKR2	28453850[PMID]
95496	Pituitary stalk interruption syndrome	HESX1	21270112[PMID]
95496	Pituitary stalk interruption syndrome	LHX4	21270112[PMID]
95496	Pituitary stalk interruption syndrome	CDON	26529631[PMID]
95496	Pituitary stalk interruption syndrome	GPR161	25322266[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	FOXA2	30414530[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	POU1F1	15670191[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	PROP1	9462743[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	HESX1	14561704[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	OTX2	18728160[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	LHX4	25871839[PMID]
95494	Combined pituitary hormone deficiencies, genetic forms	GLI2	20685856[PMID]
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	PEX6	26669662[PMID]
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome	VPS41	33764426[PMID]
95434	Autosomal recessive cerebellar ataxia-movement disorder syndrome	VPS13D	29604224[PMID]
95232	Lissencephaly due to LIS1 mutation	PAFAH1B1	18285425[PMID]
95159	Hepatoerythropoietic porphyria	UROD	24175354[PMID]_21668429[PMID]_17240319[PMID]
95428	COG8-CDG	COG8	17331980[PMID]
94122	Cerebellar ataxia, Cayman type	ATCAY	20301317[PMID]_14556008[PMID]
94124	Spinocerebellar ataxia with axonal neuropathy type 1	TDP1	20301284[PMID]
94125	Recessive mitochondrial ataxia syndrome	POLG	15824347[PMID]
94147	Spinocerebellar ataxia type 7	ATXN7	20301317[PMID]
94150	Anonychia congenita totalis	RSPO4	17914448[PMID]
94064	Deafness-infertility syndrome	CATSPER2	17098888[PMID]
94064	Deafness-infertility syndrome	STRC	17098888[PMID]
94063	12q14 microdeletion syndrome	LEMD3	17220210[PMID]
94063	12q14 microdeletion syndrome	HMGA2	28407409[PMID]
94065	15q24 microdeletion syndrome	SIN3A	27399968[PMID]
94068	Spondyloepiphyseal dysplasia congenita	COL2A1	26030151[PMID]
94083	Partington syndrome	ARX	11889467[PMID]
94088	Hereditary renal hypouricemia	SLC22A12	21148271[PMID]_23386035[PMID]
94088	Hereditary renal hypouricemia	SLC2A9	19926891[PMID]_21810765[PMID]
94089	Pseudohypoparathyroidism type 1B	GNAS	
94089	Pseudohypoparathyroidism type 1B	STX16	
96147	Kleefstra syndrome due to 9q34 microdeletion	EHMT1	20945554[PMID]
95720	Thyroid hypoplasia	SLC26A4	24248179[PMID]
95720	Thyroid hypoplasia	TSHR	25153578[PMID]_25905381[PMID]
95720	Thyroid hypoplasia	PAX8	11232006[PMID]_11502839[PMID]_25146893[PMID]_25905381[PMID]
597623	IRF2BPL-related regressive neurodevelopmental disorder-dystonia-seizures syndrome	IRF2BPL	30057031[PMID]
597733	Oculocutaneous albinism type 8	DCT	33100333[PMID]
597939	Euthyroid dysprealbuminemic hyperthyroxinemia	TTR	1979335[PMID]
93552	Pediatric systemic lupus erythematosus	STAT4	24023622[PMID]_17804842[PMID]
93552	Pediatric systemic lupus erythematosus	SPP1	24023622[PMID]
93552	Pediatric systemic lupus erythematosus	IRAK1	19329491[PMID]
93562	AFib amyloidosis	FGA	9389696[PMID]
93560	AApoAI amyloidosis	APOA1	19324996[PMID]
93561	ALys amyloidosis	LYZ	11849445[PMID]_12675840[PMID]
93571	Dense deposit disease	CFH	22388616[PMID]_20301598[PMID]
93571	Dense deposit disease	CFHR1	23728178[PMID]
93474	Scheie syndrome	IDUA	8680403[PMID]
93476	Hurler-Scheie syndrome	IDUA	8680403[PMID]
93473	Hurler syndrome	IDUA	8680403[PMID]
93399	Juvenile sialidosis type 2	NEU1	19568825[PMID]
93400	Congenital sialidosis type 2	NEU1	14695530[PMID]_19568825[PMID]
599373	STXBP1-related encephalopathy	STXBP1	32643187[PMID]
599376	Hypomyelination of early myelinating structures	PLP1	26125040[PMID]
93405	Syndactyly type 4	SHH	
93405	Syndactyly type 4	LMBR1	24456159[PMID]
599418	Hereditary angioedema with normal C1Inh not related to F12 or PLG variant	ANGPT1	28601681[PMID]
599418	Hereditary angioedema with normal C1Inh not related to F12 or PLG variant	MYOF	33508266[PMID]
599418	Hereditary angioedema with normal C1Inh not related to F12 or PLG variant	KNG1	33059692[PMID]
599418	Hereditary angioedema with normal C1Inh not related to F12 or PLG variant	HS3ST6	33799813[PMID]
93404	Syndactyly type 3	GJA1	12457340[PMID]_14729836[PMID]
93406	Syndactyly type 5	HOXD13	17236141[PMID]
93409	Brachydactyly-syndactyly, Zhao type	HOXD13	17236141[PMID]
93360	Spondyloepimetaphyseal dysplasia with multiple dislocations	KIF22	22152677[PMID]
93359	Spondyloepimetaphyseal dysplasia with joint laxity	EXOC6B	26669664[PMID]_30284759[PMID]
93359	Spondyloepimetaphyseal dysplasia with joint laxity	B3GALT6	23664117[PMID]
93358	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	DDR2	19110212[PMID]
93357	SPONASTRIME dysplasia	TONSL	30773278[PMID]_30773277[PMID]
93372	Familial hypocalciuric hypercalcemia type 1	CASR	
93387	Brachydactyly type E	HOXD13	12649808[PMID]
93387	Brachydactyly type E	PTHLH	20170896[PMID]
93388	Brachydactyly type A1	BMPR1B	25758993[PMID]
93388	Brachydactyly type A1	GDF5	20683927[PMID]
93388	Brachydactyly type A1	IHH	11455389[PMID]
93384	Brachydactyly type C	BMPR1B	16957682[PMID]
93384	Brachydactyly type C	GDF5	12357473[PMID]
93385	NON RARE IN EUROPE: Brachydactyly type D	HOXD13	12649808[PMID]
93396	Brachydactyly type A2	BMP2	19327734[PMID]_24710560[PMID]
93396	Brachydactyly type A2	GDF5	16014698[PMID]
93396	Brachydactyly type A2	BMPR1B	14523231[PMID]
93932	FG syndrome type 1	MED12	20301719[PMID]_17334363[PMID]
93930	Bladder exstrophy	TP63	23284286[PMID]
93930	Bladder exstrophy	ISL1	25763902[PMID]
93926	Midline interhemispheric variant of holoprosencephaly	PTCH1	
93926	Midline interhemispheric variant of holoprosencephaly	SHH	
93926	Midline interhemispheric variant of holoprosencephaly	SIX3	
93926	Midline interhemispheric variant of holoprosencephaly	TGIF1	
93926	Midline interhemispheric variant of holoprosencephaly	ZIC2	
93926	Midline interhemispheric variant of holoprosencephaly	GLI2	
93926	Midline interhemispheric variant of holoprosencephaly	TDGF1	
93926	Midline interhemispheric variant of holoprosencephaly	FOXH1	
93926	Midline interhemispheric variant of holoprosencephaly	FGF8	
93926	Midline interhemispheric variant of holoprosencephaly	DISP1	
93926	Midline interhemispheric variant of holoprosencephaly	CDON	
93926	Midline interhemispheric variant of holoprosencephaly	NODAL	
93926	Midline interhemispheric variant of holoprosencephaly	DLL1	
93926	Midline interhemispheric variant of holoprosencephaly	GAS1	
93924	Lobar holoprosencephaly	FGFR1	27363716[PMID]
93924	Lobar holoprosencephaly	PTCH1	
93924	Lobar holoprosencephaly	SHH	
93924	Lobar holoprosencephaly	SIX3	
93924	Lobar holoprosencephaly	TGIF1	
93924	Lobar holoprosencephaly	ZIC2	
93924	Lobar holoprosencephaly	GLI2	
93924	Lobar holoprosencephaly	TDGF1	
93924	Lobar holoprosencephaly	FOXH1	
93924	Lobar holoprosencephaly	FGF8	
93924	Lobar holoprosencephaly	DISP1	
93924	Lobar holoprosencephaly	CDON	
93924	Lobar holoprosencephaly	NODAL	
93924	Lobar holoprosencephaly	DLL1	
93924	Lobar holoprosencephaly	GAS1	
93925	Alobar holoprosencephaly	STAG2	31334757[PMID]
93925	Alobar holoprosencephaly	PTCH1	
93925	Alobar holoprosencephaly	SHH	
93925	Alobar holoprosencephaly	SIX3	
93925	Alobar holoprosencephaly	TGIF1	
93925	Alobar holoprosencephaly	ZIC2	
93925	Alobar holoprosencephaly	GLI2	
93925	Alobar holoprosencephaly	TDGF1	
93925	Alobar holoprosencephaly	FOXH1	
93925	Alobar holoprosencephaly	FGF8	
93925	Alobar holoprosencephaly	DISP1	
93925	Alobar holoprosencephaly	CDON	
93925	Alobar holoprosencephaly	NODAL	
93925	Alobar holoprosencephaly	DLL1	
93925	Alobar holoprosencephaly	GAS1	
93921	Schwannomatosis	NF2	23401320[PMID]
93921	Schwannomatosis	SMARCB1	17357086[PMID]_23401320[PMID]
93921	Schwannomatosis	COQ6	24763291[PMID]
93921	Schwannomatosis	LZTR1	24362817[PMID]
93952	X-linked intellectual disability, Hedera type	ATP6AP2	15746149[PMID]
93950	X-linked intellectual disability, Sutherland-Haan type	PQBP1	
595098	Timothy syndrome type 1	CACNA1C	15454078[PMID]
93947	X-linked intellectual disability, Golabi-Ito-Hall type	PQBP1	
93946	Hamel cerebro-palato-cardiac syndrome	PQBP1	
93945	X-linked intellectual disability, Porteous type	PQBP1	
93616	Hemoglobin H disease	HBA2	
93616	Hemoglobin H disease	HBA1	
93622	Dent disease type 1	CLCN5	22876375[PMID]_21305656[PMID]_18540256[PMID]
93623	Dent disease type 2	OCRL	22876375[PMID]
93591	Infantile nephronophthisis	NPHP3	26184788[PMID]_18371931[PMID]
93591	Infantile nephronophthisis	INVS	
93591	Infantile nephronophthisis	NEK8	18199800[PMID]
93591	Infantile nephronophthisis	TTC21B	21258341[PMID]
93591	Infantile nephronophthisis	ANKS6	23793029[PMID]
93591	Infantile nephronophthisis	CEP83	24882706[PMID]
93591	Infantile nephronophthisis	ZNF423	22863007[PMID]
93592	Juvenile nephronophthisis	NPHP1	
93592	Juvenile nephronophthisis	NPHP4	
93592	Juvenile nephronophthisis	GLIS2	17618285[PMID]
93592	Juvenile nephronophthisis	WDR19	22019273[PMID]
93592	Juvenile nephronophthisis	ANKS6	23793029[PMID]
93592	Juvenile nephronophthisis	MAPKBP1	28089251[PMID]
93592	Juvenile nephronophthisis	ADAMTS9	30609407[PMID]
93589	Late-onset nephronophthisis	NPHP3	
93589	Late-onset nephronophthisis	XPNPEP3	20179356[PMID]
93589	Late-onset nephronophthisis	MAPKBP1	28089251[PMID]
93598	Primary hyperoxaluria type 1	AGXT	
93594	OBSOLETE: Alpha-1-antichymotrypsin deficiency	SERPINA3	8244391[PMID]_8977959[PMID]
596008	Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis	FGFR2	20301592[PMID]
93583	Congenital thrombotic thrombocytopenic purpura	ADAMTS13	25587650[PMID]
93581	Atypical hemolytic uremic syndrome with anti-factor H antibodies	CFHR1	20301541[PMID]
93581	Atypical hemolytic uremic syndrome with anti-factor H antibodies	CFHR3	20301541[PMID]
93581	Atypical hemolytic uremic syndrome with anti-factor H antibodies	CFHR5	20301541[PMID]
93581	Atypical hemolytic uremic syndrome with anti-factor H antibodies	CFHR4	20301541[PMID]
93610	Distal renal tubular acidosis with anemia	SLC4A1	
93608	Autosomal dominant distal renal tubular acidosis	SLC4A1	
93607	Autosomal recessive proximal renal tubular acidosis	SLC4A4	
93613	Cystinuria type B	SLC7A9	21255007[PMID]
93612	Cystinuria type A	SLC3A1	21255007[PMID]
93602	Xanthinuria type II	MOCOS	11302742[PMID]_17368066[PMID]
93601	Xanthinuria type I	XDH	9153281[PMID]
93600	Primary hyperoxaluria type 3	HOGA1	
93599	Primary hyperoxaluria type 2	GRHPR	
93606	Nephrogenic syndrome of inappropriate antidiuresis	AVPR2	17229917[PMID]
596753	VEXAS syndrome	UBA1	33108101[PMID]
93605	Classic Bartter syndrome	CLCNKB	24058621[PMID]_17622951[PMID]
93604	Antenatal Bartter syndrome	SLC12A1	9585600[PMID]_17998760[PMID]
93604	Antenatal Bartter syndrome	KCNJ1	9002665[PMID]_8841184[PMID]_23782368[PMID]
93604	Antenatal Bartter syndrome	MAGED2	27120771[PMID]
99068	Complete atrioventricular septal defect-tetralogy of Fallot	NR2F2	24702954[PMID]
99068	Complete atrioventricular septal defect-tetralogy of Fallot	GATA4	18672102[PMID]_17643447[PMID]
99068	Complete atrioventricular septal defect-tetralogy of Fallot	CRELD1	12632326[PMID]_15096951[PMID]
99067	Complete atrioventricular septal defect with ventricular hypoplasia	NR2F2	24702954[PMID]
99067	Complete atrioventricular septal defect with ventricular hypoplasia	CRELD1	12632326[PMID]_15096951[PMID]
99067	Complete atrioventricular septal defect with ventricular hypoplasia	GATA6	20581743[PMID]
99067	Complete atrioventricular septal defect with ventricular hypoplasia	GATA4	18672102[PMID]_17643447[PMID]
99106	Atrial septal defect, ostium primum type	TLL1	18830233[PMID]
99105	Atrial septal defect, sinus venosus type	CITED2	16287139[PMID]
99103	Atrial septal defect, ostium secundum type	ACTC1	17947298[PMID]
99103	Atrial septal defect, ostium secundum type	GATA4	12845333[PMID]_15810002[PMID]_20347099[PMID]
99103	Atrial septal defect, ostium secundum type	MYH6	15735645[PMID]
99103	Atrial septal defect, ostium secundum type	NKX2-5	21285290[PMID]_15810002[PMID]
99103	Atrial septal defect, ostium secundum type	TBX20	19762328[PMID]
99103	Atrial septal defect, ostium secundum type	TBX20	19762328[PMID]
99103	Atrial septal defect, ostium secundum type	TLL1	18830233[PMID]
99103	Atrial septal defect, ostium secundum type	CITED2	16287139[PMID]
99103	Atrial septal defect, ostium secundum type	GATA6	20631719[PMID]
99141	Lymphedema-posterior choanal atresia syndrome	PTPN14	20826270[PMID]
99361	Familial medullary thyroid carcinoma	ESR2	26945007[PMID]
99361	Familial medullary thyroid carcinoma	NTRK1	10443680[PMID]
99361	Familial medullary thyroid carcinoma	RET	10443680[PMID]_20833330[PMID]_20301434[PMID]
99657	Primary dystonia, DYT2 type	HPCA	25799108[PMID]
99429	Complete androgen insensitivity syndrome	AR	20301602[PMID]
99646	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria	IDH1	22025298[PMID]
592574	Menke-Hennekam syndrome	CREBBP	27311832[PMID]
592564	GNAO1-related developmental delay-seizures-movement disorder spectrum	GNAO1	29758257[PMID]
592570	TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome	TRAF7	29961569[PMID]
99718	Leber plus disease	MT-ND4	8644732[PMID]
99718	Leber plus disease	MT-ND6	8016139[PMID]_8644732[PMID]
99718	Leber plus disease	MT-ND3	19458970[PMID]
99725	Pituitary gigantism	AIP	26187128[PMID]
99725	Pituitary gigantism	MEN1	26187128[PMID]
589821	Congenital-onset Steinert myotonic dystrophy	DMPK	31326502[PMID]
589905	PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome	PHIP	29209020[PMID]
589856	Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome	KMT2D	31949313[PMID]
99749	Kostmann syndrome	HAX1	17187068[PMID]
99757	Embryonal rhabdomyosarcoma	SLC22A18	9520460[PMID]
99756	Alveolar rhabdomyosarcoma	FOXO1	
99756	Alveolar rhabdomyosarcoma	PAX3	
99756	Alveolar rhabdomyosarcoma	PAX7	
99734	Myotonia fluctuans	SCN4A	7980103[PMID]_8308722[PMID]
99731	Isolated sulfite oxidase deficiency	SUOX	
99735	Myotonia permanens	SCN4A	8308722[PMID]
99736	Acetazolamide-responsive myotonia	SCN4A	8058156[PMID]
99741	King-Denborough syndrome	RYR1	21514828[PMID]_18765655[PMID]
99742	Amish lethal microcephaly	SLC25A19	20301539[PMID]
98820	Familial focal epilepsy with variable foci	DEPDC5	23542697[PMID]_23542701[PMID]
98820	Familial focal epilepsy with variable foci	NPRL2	26505888[PMID]_27173016[PMID]
98820	Familial focal epilepsy with variable foci	NPRL3	26505888[PMID]_27173016[PMID]
98818	Landau-Kleffner syndrome	GRIN2A	23933820[PMID]_23933819[PMID]_23933818[PMID]
98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	IKBKG	
98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	NFKBIA	18412279[PMID]
98811	Paroxysmal exertion-induced dyskinesia	SLC2A1	
98811	Paroxysmal exertion-induced dyskinesia	PRRT2	22902309[PMID]_22209761[PMID]_23398397[PMID]
98810	Paroxysmal non-kinesigenic dyskinesia	PNKD	
98810	Paroxysmal non-kinesigenic dyskinesia	PRRT2	22902309[PMID]_22209761[PMID]_23398397[PMID]
98809	Paroxysmal kinesigenic dyskinesia	PRRT2	23398397[PMID]
98809	Paroxysmal kinesigenic dyskinesia	KCNA1	29294000[PMID]
98808	Autosomal dominant dopa-responsive dystonia	GCH1	
98807	Primary dystonia, DYT13 type	DYT13	11261511[PMID]
98838	Primary mediastinal large B-cell lymphoma	BCL6	17116487[PMID]
98838	Primary mediastinal large B-cell lymphoma	XPO1	27312795[PMID]
98835	Acute undifferentiated leukemia	KMT2A	11579461[PMID]
98833	Acute myeloblastic leukemia without maturation	FLT3	22338050[PMID]
98833	Acute myeloblastic leukemia without maturation	NPM1	22338050[PMID]
98834	Acute myeloblastic leukemia with maturation	FLT3	22338050[PMID]
98834	Acute myeloblastic leukemia with maturation	KIT	22338050[PMID]_20425418[PMID]
98834	Acute myeloblastic leukemia with maturation	NPM1	22338050[PMID]
98831	Acute myeloid leukemia with 11q23 abnormalities	KMT2A	
98832	Acute myeloid leukemia with minimal differentiation	FLT3	22338050[PMID]
98829	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	FLT3	23783394[PMID]
98829	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	MYH11	19357394[PMID]
98829	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	CBFB	19357394[PMID]
98829	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	KIT	23783394[PMID]_24226631[PMID]
98826	Refractory anemia	TET2	19483684[PMID]_19557078[PMID]
98823	Chronic myelomonocytic leukemia	PDGFRB	8168137[PMID]_7742547[PMID]
98823	Chronic myelomonocytic leukemia	ETV6	8168137[PMID]_7742547[PMID]
98823	Chronic myelomonocytic leukemia	ASXL1	31723789[PMID]
98823	Chronic myelomonocytic leukemia	SRSF2	31723789[PMID]
98824	Atypical chronic myeloid leukemia	CSF3R	23656643[PMID]
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	LMNA	
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	SYNE1	
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	TMEM43	21391237[PMID]
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	SYNE2	
98850	Aggressive systemic mastocytosis	TET2	19262599[PMID]
98850	Aggressive systemic mastocytosis	SRSF2	26464169[PMID]
98850	Aggressive systemic mastocytosis	ASXL1	26464169[PMID]
98850	Aggressive systemic mastocytosis	RUNX1	26464169[PMID]
98850	Aggressive systemic mastocytosis	CBL	22905207[PMID]
98849	Systemic mastocytosis with associated hematologic neoplasm	KIT	
98849	Systemic mastocytosis with associated hematologic neoplasm	TET2	25567135[PMID]
98849	Systemic mastocytosis with associated hematologic neoplasm	SRSF2	25567135[PMID]
98849	Systemic mastocytosis with associated hematologic neoplasm	ASXL1	25567135[PMID]
98843	Classic Hodgkin lymphoma, nodular sclerosis type	KLHDC8B	19706467[PMID]
98839	Intravascular large B-cell lymphoma	BCL6	
98839	Intravascular large B-cell lymphoma	BCL2	19040469[PMID]
98842	Lymphomatoid papulosis	TYK2	25349176[PMID]
98842	Lymphomatoid papulosis	NPM1	25349176[PMID]
589608	Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies	RHOA	31570889[PMID]
98868	Southeast Asian ovalocytosis	SLC4A1	23664421[PMID]_23339107[PMID]
98869	Congenital dyserythropoietic anemia type I	CDAN1	
98869	Congenital dyserythropoietic anemia type I	CDIN1	23716552[PMID]
589618	Dystonia 28	KMT2B	27992417[PMID]
98870	Congenital dyserythropoietic anemia type III	KIF23	23570799[PMID]
98863	X-linked Emery-Dreifuss muscular dystrophy	EMD	
98863	X-linked Emery-Dreifuss muscular dystrophy	FHL1	
589527	Spinocerebellar ataxia type 45	FAT2	29053796[PMID]
589547	GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	GRIN2B	29851452[PMID]
589442	Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome	PISD	31263216[PMID]
589435	Spondylometaphyseal dysplasia-corneal dystrophy syndrome	PLCB3	29122926[PMID]
589522	Spinocerebellar ataxia type 46	PLD3	29847346[PMID]
589515	PUM1-associated developmental disability-ataxia-seizure syndrome	PUM1	30903679[PMID]
98855	Autosomal recessive Emery-Dreifuss muscular dystrophy	LMNA	
98856	Charcot-Marie-Tooth disease type 2B1	LMNA	20301462[PMID]
98881	Familial dysfibrinogenemia	FGA	25320241[PMID]
98881	Familial dysfibrinogenemia	FGB	25320241[PMID]
98881	Familial dysfibrinogenemia	FGG	25320241[PMID]
98880	Familial afibrinogenemia	FGA	11460507[PMID]_17295221[PMID]
98880	Familial afibrinogenemia	FGB	11460507[PMID]_17295221[PMID]
98880	Familial afibrinogenemia	FGG	11460507[PMID]_17295221[PMID]
98885	Bleeding diathesis due to glycoprotein VI deficiency	GP6	19549989[PMID]_19552682[PMID]
98873	Congenital dyserythropoietic anemia type II	SEC23B	
98897	Oculopharyngodistal myopathy	GIPC1	33374016[PMID]
98895	Becker muscular dystrophy	DMD	
98896	Duchenne muscular dystrophy	DMD	
98896	Duchenne muscular dystrophy	LTBP4	23440719[PMID]
98902	Amish nemaline myopathy	TNNT1	10952871[PMID]
98889	Bilateral perisylvian polymicrogyria	SRPX2	16497722[PMID]
98889	Bilateral perisylvian polymicrogyria	ADGRG1	24531968[PMID]
